Serial No.,Student ID,Credits,CGPA,Course Difficulty,PASS/FAIL
2726,2726,1,6,1.0,1
2727,2727,5,6,8.0,0
2728,2728,1,3,-2.0,1
2729,2729,2,6,2.0,1
2730,2730,2,5,2.0,1
2731,2731,4,5,4.0,1
2732,2732,2,9,0.5,1
2733,2733,1,0,2.5,0
2734,2734,1,3,2.5,0
2735,2735,1,8,1.0,1
2736,2736,3,3,0.0,1
2737,2737,2,8,-1.0,1
2738,2738,2,8,-1.0,1
2739,2739,1,9,1.0,1
2740,2740,1,10,-0.5,1
2741,2741,4,5,4.0,0
2742,2742,3,2,6.0,0
2743,2743,5,4,5.0,0
2744,2744,5,10,5.0,1
2745,2745,2,0,0.5,1
2746,2746,4,7,1.0,1
2747,2747,4,3,2.5,0
2748,2748,5,3,3.5,0
2749,2749,5,1,3.5,0
2750,2750,3,7,6.0,0
2751,2751,2,1,0.5,1
2752,2752,3,5,3.0,1
2753,2753,3,9,1.5,1
2754,2754,3,1,0.0,1
2755,2755,4,7,2.5,1
2756,2756,3,10,6.0,1
2757,2757,3,3,0.0,1
2758,2758,5,6,2.0,1
2759,2759,3,9,3.0,1
2760,2760,2,8,5.0,0
2761,2761,3,5,6.0,0
2762,2762,5,3,5.0,0
2763,2763,1,7,2.5,1
2764,2764,1,6,-0.5,1
2765,2765,4,1,7.0,0
2766,2766,3,9,1.5,1
2767,2767,5,1,6.5,0
2768,2768,1,8,-2.0,1
2769,2769,4,7,2.5,1
2770,2770,4,5,5.5,0
2771,2771,5,7,8.0,0
2772,2772,5,2,5.0,0
2773,2773,1,2,-0.5,1
2774,2774,5,4,5.0,0
2775,2775,2,0,2.0,0
2776,2776,3,5,4.5,0
2777,2777,2,5,2.0,1
2778,2778,1,5,-0.5,1
2779,2779,3,8,6.0,0
2780,2780,3,8,3.0,1
2781,2781,3,10,6.0,0
2782,2782,3,3,6.0,0
2783,2783,2,5,-1.0,1
2784,2784,1,3,1.0,1
2785,2785,2,7,2.0,1
2786,2786,3,8,0.0,1
2787,2787,3,1,0.0,1
2788,2788,5,0,8.0,0
2789,2789,1,6,2.5,1
2790,2790,5,9,5.0,1
2791,2791,2,8,3.5,1
2792,2792,2,7,0.5,1
2793,2793,3,8,0.0,1
2794,2794,2,7,2.0,1
2795,2795,1,2,1.0,1
2796,2796,3,5,4.5,0
2797,2797,1,7,-0.5,1
2798,2798,3,10,4.5,1
2799,2799,3,7,3.0,1
2800,2800,5,4,8.0,0
2801,2801,1,5,4.0,1
2802,2802,1,0,1.0,0
2803,2803,3,5,3.0,0
2804,2804,3,2,1.5,1
2805,2805,2,8,2.0,1
2806,2806,5,0,8.0,0
2807,2807,4,9,5.5,0
2808,2808,4,2,4.0,0
2809,2809,5,0,5.0,0
2810,2810,1,6,4.0,0
2811,2811,4,5,1.0,1
2812,2812,1,1,2.5,0
2813,2813,5,4,6.5,0
2814,2814,3,2,3.0,0
2815,2815,2,7,2.0,1
2816,2816,2,9,-1.0,1
2817,2817,1,6,-2.0,1
2818,2818,4,10,4.0,1
2819,2819,2,3,0.5,1
2820,2820,5,8,5.0,0
2821,2821,5,7,3.5,1
2822,2822,5,8,3.5,1
2823,2823,4,1,2.5,0
2824,2824,2,8,0.5,1
2825,2825,4,4,7.0,0
2826,2826,5,1,3.5,0
2827,2827,4,4,1.0,1
2828,2828,5,2,5.0,0
2829,2829,3,4,3.0,0
2830,2830,3,9,1.5,1
2831,2831,3,5,4.5,0
2832,2832,5,3,2.0,1
2833,2833,1,7,1.0,1
2834,2834,4,9,7.0,0
2835,2835,5,1,2.0,1
2836,2836,1,0,2.5,0
2837,2837,1,5,-0.5,1
2838,2838,5,2,6.5,0
2839,2839,3,1,4.5,0
2840,2840,5,4,2.0,1
2841,2841,2,10,2.0,1
2842,2842,4,5,2.5,1
2843,2843,2,4,0.5,1
2844,2844,4,6,5.5,0
2845,2845,2,6,5.0,0
2846,2846,5,3,6.5,0
2847,2847,1,4,1.0,1
2848,2848,1,7,2.5,1
2849,2849,4,10,2.5,1
2850,2850,3,5,0.0,1
2851,2851,4,8,4.0,1
2852,2852,5,8,2.0,1
2853,2853,3,9,4.5,1
2854,2854,1,10,-0.5,1
2855,2855,4,0,1.0,1
2856,2856,3,0,3.0,0
2857,2857,3,7,6.0,0
2858,2858,2,10,5.0,1
2859,2859,2,6,0.5,1
2860,2860,1,5,-0.5,1
2861,2861,2,7,2.0,1
2862,2862,1,9,-2.0,1
2863,2863,4,3,4.0,0
2864,2864,2,0,0.5,1
2865,2865,4,2,4.0,0
2866,2866,5,7,6.5,0
2867,2867,1,1,1.0,1
2868,2868,1,3,4.0,0
2869,2869,4,7,2.5,1
2870,2870,3,3,3.0,0
2871,2871,4,8,1.0,1
2872,2872,5,8,5.0,0
2873,2873,4,10,5.5,0
2874,2874,5,8,5.0,0
2875,2875,3,7,4.5,0
2876,2876,2,10,5.0,1
2877,2877,1,4,2.5,0
2878,2878,2,2,3.5,0
2879,2879,1,8,2.5,1
2880,2880,4,1,4.0,0
2881,2881,5,10,3.5,1
2882,2882,1,10,2.5,1
2883,2883,1,7,1.0,1
2884,2884,5,8,6.5,0
2885,2885,5,5,8.0,0
2886,2886,4,1,4.0,0
2887,2887,3,3,1.5,1
2888,2888,3,0,3.0,0
2889,2889,4,4,1.0,1
2890,2890,5,9,5.0,1
2891,2891,1,4,4.0,0
2892,2892,2,4,3.5,1
2893,2893,1,1,-2.0,1
2894,2894,5,8,3.5,1
2895,2895,5,0,3.5,0
2896,2896,2,0,-1.0,1
2897,2897,3,10,6.0,1
2898,2898,3,3,0.0,1
2899,2899,4,7,1.0,1
2900,2900,2,4,5.0,0
2901,2901,3,9,1.5,1
2902,2902,4,2,1.0,1
2903,2903,1,2,4.0,0
2904,2904,1,6,-0.5,1
2905,2905,1,6,2.5,1
2906,2906,1,1,2.5,0
2907,2907,1,9,1.0,1
2908,2908,5,5,3.5,0
2909,2909,4,0,2.5,0
2910,2910,5,10,3.5,1
2911,2911,4,5,5.5,0
2912,2912,3,10,4.5,1
2913,2913,5,2,6.5,0
2914,2914,5,10,3.5,1
2915,2915,3,3,4.5,0
2916,2916,2,6,2.0,1
2917,2917,5,1,3.5,0
2918,2918,3,4,3.0,0
2919,2919,5,7,3.5,1
2920,2920,3,3,4.5,0
2921,2921,4,1,7.0,0
2922,2922,5,0,3.5,0
2923,2923,4,10,1.0,1
2924,2924,1,4,1.0,1
2925,2925,5,1,5.0,0
2926,2926,1,0,-0.5,1
2927,2927,2,0,2.0,0
2928,2928,4,6,1.0,1
2929,2929,2,1,3.5,0
2930,2930,3,6,4.5,1
2931,2931,4,3,2.5,1
2932,2932,1,1,1.0,1
2933,2933,1,7,1.0,1
2934,2934,1,1,-0.5,1
2935,2935,4,0,5.5,0
2936,2936,5,0,3.5,0
2937,2937,3,0,3.0,0
2938,2938,1,0,-0.5,1
2939,2939,3,8,1.5,1
2940,2940,3,2,0.0,1
2941,2941,5,8,8.0,0
2942,2942,3,8,6.0,0
2943,2943,3,1,3.0,0
2944,2944,4,3,1.0,1
2945,2945,1,4,2.5,1
2946,2946,1,10,4.0,1
2947,2947,5,2,2.0,1
2948,2948,5,1,2.0,0
2949,2949,2,3,3.5,0
2950,2950,3,8,0.0,1
2951,2951,2,7,2.0,1
2952,2952,2,3,5.0,0
2953,2953,3,1,1.5,1
2954,2954,4,6,7.0,0
2955,2955,3,3,3.0,1
2956,2956,2,8,0.5,1
2957,2957,3,8,3.0,1
2958,2958,1,5,2.5,1
2959,2959,1,8,2.5,1
2960,2960,5,4,5.0,0
2961,2961,4,7,4.0,1
2962,2962,4,6,5.5,0
2963,2963,2,10,-1.0,1
2964,2964,1,0,-0.5,1
2965,2965,2,10,2.0,1
2966,2966,4,10,2.5,1
2967,2967,1,10,4.0,1
2968,2968,3,7,0.0,1
2969,2969,3,7,3.0,1
2970,2970,4,4,2.5,1
2971,2971,4,10,4.0,1
2972,2972,5,10,8.0,0
2973,2973,3,9,1.5,1
2974,2974,3,1,0.0,1
2975,2975,2,1,0.5,1
2976,2976,4,3,7.0,0
2977,2977,5,5,3.5,0
2978,2978,1,3,2.5,0
2979,2979,2,0,3.5,0
2980,2980,4,4,4.0,0
2981,2981,5,2,6.5,0
2982,2982,1,5,1.0,1
2983,2983,3,6,1.5,1
2984,2984,5,0,3.5,0
2985,2985,3,3,3.0,0
2986,2986,3,7,3.0,1
2987,2987,3,3,3.0,0
2988,2988,3,2,4.5,0
2989,2989,4,8,4.0,1
2990,2990,4,5,2.5,1
2991,2991,5,0,5.0,0
2992,2992,1,5,-2.0,1
2993,2993,5,5,3.5,0
2994,2994,3,3,3.0,1
2995,2995,5,7,3.5,1
2996,2996,2,4,2.0,1
2997,2997,1,4,2.5,1
2998,2998,3,1,3.0,0
2999,2999,2,8,3.5,1
3000,3000,5,8,6.5,0
3001,3001,1,6,-0.5,1
3002,3002,2,1,-1.0,1
3003,3003,2,1,3.5,0
3004,3004,2,4,0.5,1
3005,3005,3,7,3.0,1
3006,3006,1,9,1.0,1
3007,3007,5,10,6.5,1
3008,3008,3,4,3.0,0
3009,3009,5,4,3.5,0
3010,3010,2,2,5.0,0
3011,3011,1,9,1.0,1
3012,3012,3,3,1.5,1
3013,3013,4,3,5.5,0
3014,3014,5,8,6.5,0
3015,3015,4,10,4.0,1
3016,3016,2,2,5.0,0
3017,3017,2,7,5.0,0
3018,3018,2,0,5.0,0
3019,3019,4,3,4.0,0
3020,3020,5,7,3.5,1
3021,3021,3,5,3.0,1
3022,3022,5,8,3.5,1
3023,3023,5,5,2.0,1
3024,3024,2,10,3.5,1
3025,3025,2,7,3.5,1
3026,3026,4,1,5.5,0
3027,3027,1,4,-0.5,1
3028,3028,2,4,-1.0,1
3029,3029,4,6,7.0,0
3030,3030,4,9,1.0,1
3031,3031,2,9,3.5,1
3032,3032,1,4,1.0,1
3033,3033,2,8,-1.0,1
3034,3034,1,8,-0.5,1
3035,3035,5,5,6.5,0
3036,3036,4,2,4.0,0
3037,3037,5,5,8.0,0
3038,3038,5,10,8.0,0
3039,3039,2,9,0.5,1
3040,3040,4,8,5.5,0
3041,3041,1,2,-0.5,1
3042,3042,1,8,4.0,1
3043,3043,4,7,7.0,0
3044,3044,5,3,5.0,0
3045,3045,1,1,1.0,1
3046,3046,5,0,6.5,0
3047,3047,4,2,4.0,0
3048,3048,5,4,8.0,0
3049,3049,5,5,6.5,0
3050,3050,3,10,3.0,1
3051,3051,2,5,3.5,0
3052,3052,4,0,5.5,0
3053,3053,1,7,4.0,0
3054,3054,1,8,2.5,1
3055,3055,2,6,3.5,1
3056,3056,2,6,3.5,1
3057,3057,1,0,4.0,0
3058,3058,3,6,3.0,1
3059,3059,3,8,6.0,0
3060,3060,3,5,1.5,1
3061,3061,2,1,5.0,0
3062,3062,2,4,-1.0,1
3063,3063,3,1,1.5,1
3064,3064,4,3,4.0,0
3065,3065,3,0,3.0,0
3066,3066,3,3,4.5,0
3067,3067,2,8,2.0,1
3068,3068,1,6,-0.5,1
3069,3069,2,4,3.5,1
3070,3070,2,10,2.0,1
3071,3071,3,6,6.0,0
3072,3072,2,8,3.5,1
3073,3073,5,1,6.5,0
3074,3074,3,0,3.0,0
3075,3075,5,4,3.5,0
3076,3076,5,10,6.5,1
3077,3077,2,10,3.5,1
3078,3078,2,5,0.5,1
3079,3079,5,6,8.0,0
3080,3080,3,2,3.0,0
3081,3081,2,2,-1.0,1
3082,3082,4,2,4.0,0
3083,3083,4,0,4.0,0
3084,3084,1,1,1.0,1
3085,3085,5,0,5.0,0
3086,3086,3,3,0.0,1
3087,3087,1,3,1.0,1
3088,3088,5,5,6.5,0
3089,3089,4,8,5.5,0
3090,3090,4,2,5.5,0
3091,3091,5,3,5.0,0
3092,3092,1,4,-2.0,1
3093,3093,3,1,6.0,0
3094,3094,1,4,1.0,1
3095,3095,5,6,5.0,0
3096,3096,1,9,2.5,1
3097,3097,4,5,4.0,1
3098,3098,4,1,2.5,0
3099,3099,3,3,1.5,1
3100,3100,5,2,6.5,0
3101,3101,5,3,6.5,0
3102,3102,5,3,6.5,0
3103,3103,5,7,8.0,0
3104,3104,3,7,1.5,1
3105,3105,2,9,3.5,1
3106,3106,5,5,2.0,1
3107,3107,4,2,5.5,0
3108,3108,3,3,3.0,0
3109,3109,2,3,-1.0,1
3110,3110,2,10,0.5,1
3111,3111,3,10,1.5,1
3112,3112,3,0,4.5,0
3113,3113,4,10,4.0,1
3114,3114,4,2,4.0,0
3115,3115,5,10,3.5,1
3116,3116,2,4,3.5,0
3117,3117,2,3,3.5,0
3118,3118,4,3,1.0,1
3119,3119,4,5,4.0,0
3120,3120,2,5,0.5,1
3121,3121,2,4,2.0,1
3122,3122,5,7,8.0,0
3123,3123,2,7,2.0,1
3124,3124,2,4,2.0,1
3125,3125,5,1,5.0,0
3126,3126,3,2,3.0,0
3127,3127,4,8,1.0,1
3128,3128,5,3,3.5,0
3129,3129,4,3,4.0,0
3130,3130,5,0,5.0,0
3131,3131,1,2,-0.5,1
3132,3132,5,9,5.0,1
3133,3133,3,0,3.0,0
3134,3134,1,2,-0.5,1
3135,3135,4,6,4.0,1
3136,3136,3,8,0.0,1
3137,3137,2,7,-1.0,1
3138,3138,3,6,0.0,1
3139,3139,3,7,6.0,0
3140,3140,5,4,6.5,0
3141,3141,5,7,3.5,1
3142,3142,2,8,0.5,1
3143,3143,4,4,4.0,0
3144,3144,1,0,1.0,0
3145,3145,1,1,2.5,0
3146,3146,1,7,2.5,1
3147,3147,5,0,5.0,0
3148,3148,5,5,5.0,0
3149,3149,5,4,3.5,0
3150,3150,2,8,5.0,0
3151,3151,2,6,2.0,1
3152,3152,3,4,4.5,0
3153,3153,5,0,6.5,0
3154,3154,4,1,7.0,0
3155,3155,1,7,2.5,1
3156,3156,3,2,6.0,0
3157,3157,1,6,-2.0,1
3158,3158,2,10,-1.0,1
3159,3159,4,5,5.5,0
3160,3160,1,0,1.0,0
3161,3161,4,8,1.0,1
3162,3162,5,2,3.5,0
3163,3163,5,4,6.5,0
3164,3164,2,9,5.0,1
3165,3165,3,10,4.5,1
3166,3166,3,5,4.5,0
3167,3167,1,9,1.0,1
3168,3168,2,6,0.5,1
3169,3169,2,5,0.5,1
3170,3170,2,8,3.5,1
3171,3171,1,9,-2.0,1
3172,3172,2,5,2.0,1
3173,3173,1,7,-2.0,1
3174,3174,2,5,0.5,1
3175,3175,4,6,4.0,0
3176,3176,3,9,4.5,1
3177,3177,4,8,4.0,1
3178,3178,3,4,3.0,0
3179,3179,2,4,2.0,1
3180,3180,3,5,1.5,1
3181,3181,2,1,2.0,1
3182,3182,5,10,6.5,0
3183,3183,3,8,0.0,1
3184,3184,5,8,2.0,1
3185,3185,4,3,2.5,0
3186,3186,3,0,1.5,0
3187,3187,1,5,1.0,1
3188,3188,2,2,0.5,1
3189,3189,4,10,2.5,1
3190,3190,4,6,4.0,1
3191,3191,4,7,5.5,0
3192,3192,2,4,2.0,1
3193,3193,2,3,2.0,1
3194,3194,1,0,1.0,1
3195,3195,3,5,0.0,1
3196,3196,4,5,4.0,0
3197,3197,1,6,-0.5,1
3198,3198,5,3,5.0,0
3199,3199,4,1,1.0,1
3200,3200,3,4,1.5,1
3201,3201,5,7,3.5,1
3202,3202,1,3,1.0,1
3203,3203,3,9,3.0,1
3204,3204,1,8,4.0,1
3205,3205,1,2,4.0,0
3206,3206,3,8,3.0,1
3207,3207,4,6,7.0,0
3208,3208,2,5,0.5,1
3209,3209,5,0,6.5,0
3210,3210,2,3,3.5,0
3211,3211,1,9,-0.5,1
3212,3212,1,5,4.0,0
3213,3213,4,9,5.5,0
3214,3214,5,3,3.5,0
3215,3215,2,8,-1.0,1
3216,3216,2,1,2.0,0
3217,3217,1,4,-2.0,1
3218,3218,2,7,3.5,1
3219,3219,2,2,0.5,1
3220,3220,1,0,4.0,0
3221,3221,1,9,1.0,1
3222,3222,4,5,5.5,0
3223,3223,1,10,1.0,1
3224,3224,3,3,3.0,0
3225,3225,3,4,6.0,0
3226,3226,3,0,3.0,0
3227,3227,5,0,5.0,0
3228,3228,1,7,1.0,1
3229,3229,3,5,3.0,1
3230,3230,4,5,5.5,0
3231,3231,4,3,4.0,0
3232,3232,3,6,6.0,0
3233,3233,1,8,2.5,1
3234,3234,5,0,5.0,0
3235,3235,2,6,3.5,1
3236,3236,3,6,4.5,0
3237,3237,3,7,4.5,1
3238,3238,3,10,3.0,1
3239,3239,1,2,1.0,1
3240,3240,4,9,2.5,1
3241,3241,5,7,3.5,1
3242,3242,2,0,-1.0,1
3243,3243,4,6,4.0,1
3244,3244,1,6,-0.5,1
3245,3245,3,3,3.0,0
3246,3246,2,4,5.0,0
3247,3247,3,5,0.0,1
3248,3248,2,1,0.5,1
3249,3249,4,1,5.5,0
3250,3250,3,10,4.5,1
3251,3251,3,9,3.0,1
3252,3252,5,1,5.0,0
3253,3253,3,8,1.5,1
3254,3254,1,10,-0.5,1
3255,3255,3,7,1.5,1
3256,3256,4,9,1.0,1
3257,3257,3,9,3.0,1
3258,3258,2,1,2.0,1
3259,3259,4,1,4.0,0
3260,3260,2,7,2.0,1
3261,3261,4,8,4.0,1
3262,3262,2,3,5.0,0
3263,3263,1,5,2.5,1
3264,3264,3,9,3.0,1
3265,3265,5,8,6.5,0
3266,3266,1,1,4.0,0
3267,3267,4,3,7.0,0
3268,3268,3,10,0.0,1
3269,3269,3,3,4.5,0
3270,3270,1,6,1.0,1
3271,3271,4,2,5.5,0
3272,3272,2,7,3.5,1
3273,3273,5,9,5.0,0
3274,3274,2,3,2.0,1
3275,3275,5,7,6.5,0
3276,3276,5,0,2.0,0
3277,3277,5,6,6.5,0
3278,3278,5,3,8.0,0
3279,3279,3,2,1.5,1
3280,3280,2,2,0.5,1
3281,3281,3,8,1.5,1
3282,3282,3,1,3.0,0
3283,3283,4,10,2.5,1
3284,3284,1,3,4.0,0
3285,3285,4,10,2.5,1
3286,3286,2,5,-1.0,1
3287,3287,2,9,2.0,1
3288,3288,1,6,1.0,1
3289,3289,4,4,4.0,0
3290,3290,4,6,4.0,0
3291,3291,3,10,3.0,1
3292,3292,4,8,7.0,0
3293,3293,1,6,1.0,1
3294,3294,4,2,7.0,0
3295,3295,4,6,4.0,0
3296,3296,1,8,1.0,1
3297,3297,3,3,4.5,0
3298,3298,3,7,1.5,1
3299,3299,1,2,1.0,1
3300,3300,3,9,3.0,1
3301,3301,2,6,2.0,1
3302,3302,1,8,4.0,1
3303,3303,3,7,4.5,0
3304,3304,5,0,2.0,0
3305,3305,1,2,2.5,0
3306,3306,4,7,5.5,0
3307,3307,5,0,6.5,0
3308,3308,4,9,4.0,1
3309,3309,2,1,0.5,1
3310,3310,3,2,3.0,0
3311,3311,1,2,1.0,1
3312,3312,3,3,1.5,1
3313,3313,5,1,6.5,0
3314,3314,2,1,5.0,0
3315,3315,2,4,2.0,1
3316,3316,2,10,3.5,1
3317,3317,2,0,2.0,0
3318,3318,2,6,2.0,1
3319,3319,1,3,-0.5,1
3320,3320,2,8,3.5,1
3321,3321,4,1,7.0,0
3322,3322,2,6,3.5,0
3323,3323,2,1,2.0,0
3324,3324,2,1,2.0,1
3325,3325,3,7,4.5,1
3326,3326,4,0,4.0,0
3327,3327,2,6,3.5,0
3328,3328,1,9,1.0,1
3329,3329,3,7,0.0,1
3330,3330,2,6,3.5,1
3331,3331,3,4,3.0,0
3332,3332,1,8,2.5,1
3333,3333,5,1,8.0,0
3334,3334,1,4,1.0,1
3335,3335,4,4,1.0,1
3336,3336,2,9,2.0,1
3337,3337,3,0,4.5,0
3338,3338,3,0,3.0,0
3339,3339,1,4,-0.5,1
3340,3340,4,2,2.5,1
3341,3341,1,0,-0.5,1
3342,3342,3,4,3.0,0
3343,3343,1,0,1.0,0
3344,3344,5,9,3.5,1
3345,3345,3,2,6.0,0
3346,3346,5,3,5.0,0
3347,3347,5,8,2.0,1
3348,3348,4,9,4.0,1
3349,3349,5,10,5.0,1
3350,3350,5,5,6.5,0
3351,3351,3,0,1.5,0
3352,3352,3,8,3.0,1
3353,3353,1,5,-0.5,1
3354,3354,3,8,3.0,1
3355,3355,1,8,1.0,1
3356,3356,4,9,4.0,1
3357,3357,4,3,5.5,0
3358,3358,1,1,-0.5,1
3359,3359,1,0,-2.0,1
3360,3360,5,6,5.0,0
3361,3361,3,6,3.0,1
3362,3362,5,2,5.0,0
3363,3363,4,0,2.5,0
3364,3364,1,2,2.5,0
3365,3365,1,9,-0.5,1
3366,3366,4,9,2.5,1
3367,3367,5,2,6.5,0
3368,3368,3,6,4.5,1
3369,3369,5,6,6.5,0
3370,3370,3,5,1.5,1
3371,3371,2,5,2.0,1
3372,3372,1,10,2.5,1
3373,3373,3,2,3.0,0
3374,3374,1,4,-0.5,1
3375,3375,2,4,3.5,0
3376,3376,5,5,5.0,0
3377,3377,4,5,2.5,1
3378,3378,2,10,2.0,1
3379,3379,2,8,0.5,1
3380,3380,5,1,6.5,0
3381,3381,2,7,2.0,1
3382,3382,4,3,7.0,0
3383,3383,5,10,6.5,0
3384,3384,5,1,5.0,0
3385,3385,4,5,2.5,1
3386,3386,4,3,2.5,1
3387,3387,3,10,4.5,1
3388,3388,4,10,5.5,0
3389,3389,2,6,3.5,1
3390,3390,1,0,-0.5,1
3391,3391,2,2,0.5,1
3392,3392,2,9,5.0,0
3393,3393,5,7,6.5,0
3394,3394,1,1,-2.0,1
3395,3395,5,1,8.0,0
3396,3396,4,3,7.0,0
3397,3397,2,10,2.0,1
3398,3398,5,6,6.5,0
3399,3399,3,5,3.0,1
3400,3400,1,10,-0.5,1
3401,3401,2,0,3.5,0
3402,3402,4,1,4.0,0
3403,3403,1,1,2.5,0
3404,3404,3,3,3.0,0
3405,3405,3,6,3.0,1
3406,3406,3,8,1.5,1
3407,3407,1,7,1.0,1
3408,3408,3,5,0.0,1
3409,3409,2,3,5.0,0
3410,3410,2,1,-1.0,1
3411,3411,3,4,6.0,0
3412,3412,5,10,3.5,1
3413,3413,4,0,1.0,0
3414,3414,4,9,2.5,1
3415,3415,2,4,3.5,0
3416,3416,2,3,3.5,0
3417,3417,5,10,5.0,1
3418,3418,3,4,3.0,1
3419,3419,4,8,2.5,1
3420,3420,3,10,0.0,1
3421,3421,1,6,2.5,1
3422,3422,3,4,4.5,0
3423,3423,1,0,1.0,0
3424,3424,1,8,-2.0,1
3425,3425,3,1,4.5,0
3426,3426,4,7,4.0,0
3427,3427,5,10,5.0,1
3428,3428,4,7,7.0,0
3429,3429,1,5,-0.5,1
3430,3430,5,4,3.5,1
3431,3431,5,1,6.5,0
3432,3432,4,10,4.0,1
3433,3433,1,4,2.5,1
3434,3434,1,4,-0.5,1
3435,3435,3,7,3.0,1
3436,3436,1,2,-0.5,1
3437,3437,3,8,3.0,1
3438,3438,3,4,3.0,1
3439,3439,3,6,1.5,1
3440,3440,1,1,2.5,0
3441,3441,1,2,1.0,1
3442,3442,3,7,1.5,1
3443,3443,5,6,2.0,1
3444,3444,1,2,2.5,1
3445,3445,3,3,3.0,1
3446,3446,3,1,3.0,0
3447,3447,1,5,4.0,0
3448,3448,2,0,-1.0,1
3449,3449,1,4,1.0,1
3450,3450,1,8,1.0,1
3451,3451,4,3,4.0,0
3452,3452,5,7,5.0,0
3453,3453,1,6,1.0,1
3454,3454,4,1,4.0,0
3455,3455,4,8,4.0,1
3456,3456,3,3,0.0,1
3457,3457,3,7,3.0,1
3458,3458,5,6,5.0,0
3459,3459,5,7,5.0,0
3460,3460,1,3,1.0,1
3461,3461,5,10,8.0,0
3462,3462,4,5,2.5,1
3463,3463,1,9,-0.5,1
3464,3464,1,4,2.5,1
3465,3465,5,1,8.0,0
3466,3466,5,8,6.5,0
3467,3467,4,9,4.0,1
3468,3468,3,8,3.0,1
3469,3469,1,4,4.0,0
3470,3470,3,6,4.5,0
3471,3471,5,8,5.0,0
3472,3472,4,6,1.0,1
3473,3473,4,1,4.0,0
3474,3474,3,6,0.0,1
3475,3475,3,9,1.5,1
3476,3476,3,2,0.0,1
3477,3477,4,7,5.5,0
3478,3478,2,2,2.0,0
3479,3479,4,8,4.0,1
3480,3480,2,1,3.5,0
3481,3481,4,0,7.0,0
3482,3482,5,0,2.0,0
3483,3483,5,6,5.0,0
3484,3484,1,2,4.0,0
3485,3485,1,6,-2.0,1
3486,3486,3,4,1.5,1
3487,3487,3,4,4.5,0
3488,3488,3,10,3.0,1
3489,3489,1,6,1.0,1
3490,3490,5,4,3.5,1
3491,3491,4,6,2.5,1
3492,3492,3,0,1.5,1
3493,3493,2,5,3.5,0
3494,3494,2,3,3.5,0
3495,3495,5,9,5.0,0
3496,3496,4,0,1.0,1
3497,3497,5,8,5.0,1
3498,3498,2,2,2.0,1
3499,3499,3,0,3.0,0
3500,3500,1,0,-0.5,1
3501,3501,3,8,6.0,0
3502,3502,2,10,2.0,1
3503,3503,3,5,3.0,0
3504,3504,1,9,1.0,1
3505,3505,3,4,1.5,1
3506,3506,1,5,-0.5,1
3507,3507,4,9,4.0,1
3508,3508,2,10,0.5,1
3509,3509,4,7,5.5,0
3510,3510,1,3,-0.5,1
3511,3511,3,1,3.0,0
3512,3512,3,9,4.5,1
3513,3513,5,3,6.5,0
3514,3514,2,4,0.5,1
3515,3515,1,6,1.0,1
3516,3516,3,3,0.0,1
3517,3517,2,7,2.0,1
3518,3518,3,4,3.0,0
3519,3519,4,4,5.5,0
3520,3520,3,4,3.0,0
3521,3521,5,8,3.5,1
3522,3522,5,2,5.0,0
3523,3523,3,1,1.5,0
3524,3524,1,2,-0.5,1
3525,3525,3,4,4.5,0
3526,3526,4,2,1.0,1
3527,3527,1,2,2.5,0
3528,3528,3,8,4.5,1
3529,3529,5,8,6.5,0
3530,3530,3,5,4.5,0
3531,3531,3,0,1.5,0
3532,3532,1,7,2.5,1
3533,3533,2,1,0.5,1
3534,3534,2,4,-1.0,1
3535,3535,5,1,5.0,0
3536,3536,1,6,1.0,1
3537,3537,1,0,1.0,0
3538,3538,1,6,-2.0,1
3539,3539,5,5,3.5,0
3540,3540,1,3,-0.5,1
3541,3541,3,6,0.0,1
3542,3542,4,2,7.0,0
3543,3543,2,4,-1.0,1
3544,3544,1,9,1.0,1
3545,3545,1,3,-0.5,1
3546,3546,2,3,2.0,1
3547,3547,3,6,1.5,1
3548,3548,2,9,0.5,1
3549,3549,5,0,3.5,0
3550,3550,2,6,3.5,1
3551,3551,4,5,5.5,0
3552,3552,4,5,2.5,1
3553,3553,1,9,-0.5,1
3554,3554,5,6,6.5,0
3555,3555,4,6,4.0,1
3556,3556,3,2,4.5,0
3557,3557,4,3,1.0,1
3558,3558,4,3,7.0,0
3559,3559,4,3,4.0,0
3560,3560,1,3,1.0,1
3561,3561,3,0,3.0,0
3562,3562,2,4,0.5,1
3563,3563,2,2,-1.0,1
3564,3564,4,2,7.0,0
3565,3565,1,10,-0.5,1
3566,3566,4,1,5.5,0
3567,3567,2,1,2.0,0
3568,3568,3,9,0.0,1
3569,3569,1,4,1.0,1
3570,3570,2,5,2.0,1
3571,3571,1,3,1.0,1
3572,3572,3,0,4.5,0
3573,3573,3,10,6.0,1
3574,3574,3,2,3.0,0
3575,3575,5,5,3.5,1
3576,3576,4,0,4.0,0
3577,3577,1,7,4.0,0
3578,3578,4,0,5.5,0
3579,3579,4,4,1.0,1
3580,3580,5,1,5.0,0
3581,3581,2,0,-1.0,1
3582,3582,2,10,3.5,1
3583,3583,5,2,6.5,0
3584,3584,2,4,-1.0,1
3585,3585,1,8,1.0,1
3586,3586,5,1,5.0,0
3587,3587,5,9,3.5,1
3588,3588,3,5,1.5,1
3589,3589,4,4,2.5,1
3590,3590,1,6,2.5,1
3591,3591,1,8,1.0,1
3592,3592,2,6,0.5,1
